GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
79864	5.54e-01	7.41e-03	0.4233	-2.6777763	-1.13351854	57.8	JHY	junctional cadherin complex regulator
6495	5.54e-01	7.40e-03	0.8127	-2.6783944	-2.17670868	17.16	SIX1	SIX homeobox 1
1962	5.54e-01	7.44e-03	0.7308	-2.6762647	-1.9558574	146.17	EHHADH	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase
79639	5.56e-01	7.61e-03	0.438	-2.6688869	-1.16888591	91.48	TMEM53	transmembrane protein 53
91272	5.56e-01	7.60e-03	0.1119	2.6691753	0.29863842	2457.03	BOD1	biorientation of chromosomes in cell division 1
57210	5.56e-01	7.51e-03	0.206	-2.6731184	-0.55061254	802.04	SLC45A4	solute carrier family 45 member 4
57558	5.56e-01	7.59e-03	0.2296	-2.6699585	-0.61296595	199.25	USP35	ubiquitin specific peptidase 35
6817	5.56e-01	7.63e-03	0.4681	-2.6679254	-1.24892658	257.86	SULT1A1	sulfotransferase family 1A member 1
79720	5.58e-01	7.69e-03	0.7778	-2.6652545	-2.07298062	593.26	VPS37B	VPS37B subunit of ESCRT-I
55092	5.59e-01	7.73e-03	0.2186	-2.6635149	-0.58211399	331.81	TMEM51	transmembrane protein 51
102465256	5.59e-01	7.77e-03	0.7172	-2.6617831	-1.90900975	18.51	MIR6513	microRNA 6513
80176	5.60e-01	8.14e-03	0.5051	-2.6460433	-1.33657128	120.68	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1
10669	5.60e-01	7.92e-03	0.292	-2.6556272	-0.77534174	106.18	CGREF1	cell growth regulator with EF-hand domain 1
25864	5.60e-01	8.01e-03	0.361	2.6514876	0.95711486	31.86	ABHD14A	abhydrolase domain containing 14A
23129	5.60e-01	8.07e-03	0.7972	-2.6493105	-2.11211648	3549.7	PLXND1	plexin D1
5480	5.60e-01	7.85e-03	0.6432	-2.6586311	-1.70990402	188.43	PPIC	peptidylprolyl isomerase C
3181	5.60e-01	7.96e-03	0.1227	2.6536346	0.32561289	42167.54	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1
3092	5.60e-01	8.17e-03	0.1434	2.6451679	0.37929258	3742.1	HIP1	huntingtin interacting protein 1
79803	5.60e-01	8.10e-03	0.2855	-2.6479733	-0.75597165	273.72	HPS6	HPS6 biogenesis of lysosomal organelles complex 2 subunit 3
145853	5.60e-01	8.14e-03	0.6901	-2.6463414	-1.8261719	42.95	C15orf61	chromosome 15 open reading frame 61
108783654	5.60e-01	7.95e-03	0.212	-2.654224	-0.56257945	235.01	HSD17B1-AS1	HSD17B1 antisense RNA 1
2235	5.60e-01	8.17e-03	0.1239	2.6449274	0.32775508	643.71	FECH	ferrochelatase
85441	5.60e-01	8.09e-03	0.327	-2.6482594	-0.86598192	678.75	HELZ2	helicase with zinc finger 2
161291	5.61e-01	8.28e-03	0.2605	-2.6403277	-0.68777629	302.1	TMEM30B	transmembrane protein 30B
9902	5.61e-01	8.26e-03	0.4032	-2.64119	-1.06482795	964.48	MRC2	mannose receptor C type 2
2323	5.61e-01	8.29e-03	0.4012	-2.6401517	-1.0592741	26.41	FLT3LG	fms related receptor tyrosine kinase 3 ligand
84279	5.62e-01	8.34e-03	0.6286	-2.638087	-1.65824822	91.47	PRADC1	protease associated domain containing 1
55128	5.63e-01	8.38e-03	0.2062	-2.6363228	-0.54348475	247.09	TRIM68	tripartite motif containing 68
58484	5.72e-01	8.54e-03	1.2003	-2.6299566	-3.15674061	48.77	NLRC4	NLR family CARD domain containing 4
55653	5.74e-01	8.61e-03	0.1753	2.6272731	0.4606718	464.34	BCAS4	breast carcinoma amplified sequence 4
5468	5.77e-01	8.72e-03	1.2751	-2.6229694	-3.34450145	43.21	PPARG	peroxisome proliferator activated receptor gamma
84941	5.77e-01	8.71e-03	0.4636	-2.6232335	-1.21608351	60.68	HSH2D	hematopoietic SH2 domain containing
64859	5.80e-01	8.85e-03	0.9926	-2.6179313	-2.59847429	103.99	NABP1	nucleic acid binding protein 1
2150	5.80e-01	8.80e-03	0.8663	-2.6197413	-2.26941766	1239.48	F2RL1	F2R like trypsin receptor 1
5797	5.80e-01	8.87e-03	0.3461	-2.6171719	-0.90582256	409.11	PTPRM	protein tyrosine phosphatase receptor type M
79841	5.81e-01	9.03e-03	0.4295	-2.6109313	-1.12136077	25.76	AGBL2	AGBL carboxypeptidase 2
23086	5.81e-01	9.05e-03	0.8754	-2.6102008	-2.28506208	635.53	EXPH5	exophilin 5
283385	5.81e-01	8.92e-03	0.3341	-2.6151805	-0.87369733	32.17	MORN3	MORN repeat containing 3
9836	5.81e-01	8.95e-03	0.3001	-2.6140165	-0.78451117	156.1	LCMT2	leucine carboxyl methyltransferase 2
81035	5.81e-01	8.98e-03	0.4467	-2.6126932	-1.16696343	36.82	COLEC12	collectin subfamily member 12
9975	5.83e-01	9.11e-03	0.1862	2.6077922	0.48567986	1271.56	NR1D2	nuclear receptor subfamily 1 group D member 2
55084	5.85e-01	9.25e-03	0.5449	-2.6025608	-1.41826204	280.83	SOBP	sine oculis binding protein homolog
387921	5.85e-01	9.19e-03	0.1693	-2.6049772	-0.44094426	429.16	NHLRC3	NHL repeat containing 3
2000	5.85e-01	9.24e-03	0.3547	-2.6031881	-0.92338529	140.89	ELF4	E74 like ETS transcription factor 4
7043	5.89e-01	9.35e-03	0.9233	-2.5990998	-2.39965123	34.61	TGFB3	transforming growth factor beta 3
60385	5.91e-01	9.40e-03	1.0534	-2.5970597	-2.73585513	31.89	TSKS	testis specific serine kinase substrate
57458	5.96e-01	9.56e-03	0.8308	-2.5912069	-2.1526928	185.37	TMCC3	transmembrane and coiled-coil domain family 3
105370469	5.96e-01	9.53e-03	0.8658	-2.5923832	-2.24437916	77.22	LRFN5-DT	LRFN5 divergent transcript
9955	6.00e-01	9.65e-03	0.9273	-2.5879752	-2.39982801	186.52	HS3ST3A1	heparan sulfate-glucosamine 3-sulfotransferase 3A1
129025	6.00e-01	9.69e-03	0.9933	-2.5868416	-2.5695541	36.15	ZNF280A	zinc finger protein 280A
84216	6.11e-01	9.90e-03	0.9914	-2.5792866	-2.55720928	60.54	TMEM117	transmembrane protein 117
10424	6.12e-01	9.99e-03	0.1545	2.5762351	0.39791138	2257.11	PGRMC2	progesterone receptor membrane component 2
256764	6.12e-01	1.00e-02	0.1926	-2.5751801	-0.49598327	326.64	WDR72	WD repeat domain 72
54453	6.12e-01	1.00e-02	0.8905	-2.5754469	-2.29341094	170.6	RIN2	Ras and Rab interactor 2
105378653	6.13e-01	1.01e-02	0.5545	2.5711586	1.42565478	24.8	MIR3659HG	MIR3659 host gene
151887	6.13e-01	1.02e-02	0.8428	-2.5688157	-2.16508707	364.35	CCDC80	coiled-coil domain containing 80
51148	6.13e-01	1.02e-02	0.5924	-2.5682861	-1.52150294	169.09	CERCAM	cerebral endothelial cell adhesion molecule
55852	6.13e-01	1.02e-02	0.3844	-2.5690165	-0.98750576	524.6	TEX2	testis expressed 2
7074	6.13e-01	1.02e-02	0.4099	-2.5685969	-1.05275272	1185.15	TIAM1	TIAM Rac1 associated GEF 1
51655	6.16e-01	1.03e-02	0.9726	-2.5652479	-2.49504329	136	RASD1	ras related dexamethasone induced 1
2588	6.19e-01	1.04e-02	0.2214	-2.5628405	-0.56739746	319.28	GALNS	galactosamine (N-acetyl)-6-sulfatase
4074	6.20e-01	1.05e-02	0.1431	2.5599207	0.36640769	2819.19	M6PR	mannose-6-phosphate receptor, cation dependent
55723	6.20e-01	1.05e-02	0.1808	-2.5598451	-0.4627328	608.43	ASF1B	anti-silencing function 1B histone chaperone
55283	6.22e-01	1.06e-02	0.4929	-2.5542083	-1.25905594	97.22	MCOLN3	mucolipin TRP cation channel 3
7289	6.22e-01	1.07e-02	0.1371	-2.5538115	-0.35012385	682.65	TULP3	TUB like protein 3
729359	6.22e-01	1.06e-02	0.3301	-2.555295	-0.84356337	67.51	PLIN4	perilipin 4
100289097	6.22e-01	1.06e-02	1.0906	-2.5568027	-2.78850972	51.18	FRG1CP	FSHD region gene 1 family member C, pseudogene
221477	6.30e-01	1.08e-02	0.1717	-2.5484251	-0.43766456	801.5	C6orf89	chromosome 6 open reading frame 89
6617	6.33e-01	1.10e-02	0.2391	2.5439875	0.60832466	554.37	SNAPC1	small nuclear RNA activating complex polypeptide 1
388561	6.33e-01	1.09e-02	0.1836	-2.5447251	-0.46733758	507.5	ZNF761	zinc finger protein 761
841	6.36e-01	1.11e-02	0.847	-2.540683	-2.15183736	124.17	CASP8	caspase 8
57556	6.36e-01	1.12e-02	0.144	-2.5377928	-0.36534512	10562.81	SEMA6A	semaphorin 6A
10475	6.36e-01	1.12e-02	0.4822	-2.5375418	-1.22348097	503.89	TRIM38	tripartite motif containing 38
340390	6.36e-01	1.13e-02	1.1408	-2.5347525	-2.89153707	31.61	WDR97	WD repeat domain 97
3632	6.36e-01	1.12e-02	0.143	-2.5359664	-0.36260617	446.86	INPP5A	inositol polyphosphate-5-phosphatase A
80725	6.36e-01	1.13e-02	0.2153	-2.5342526	-0.54562797	168.39	SRCIN1	SRC kinase signaling inhibitor 1
1827	6.36e-01	1.12e-02	0.5876	-2.5361551	-1.49021314	178.28	RCAN1	regulator of calcineurin 1
116844	6.41e-01	1.14e-02	0.9202	-2.5308447	-2.32893573	60.96	LRG1	leucine rich alpha-2-glycoprotein 1
65018	6.43e-01	1.15e-02	0.8618	-2.528185	-2.17867706	1047.28	PINK1	PTEN induced kinase 1
110116772	6.49e-01	1.16e-02	0.174	-2.5240408	-0.4391392	531.99	ZNF765-ZNF761	ZNF765-ZNF761 readthrough
144233	6.51e-01	1.17e-02	0.3185	-2.5214976	-0.80308428	87.5	BCDIN3D	BCDIN3 domain containing RNA methyltransferase
1038	6.52e-01	1.17e-02	0.9229	-2.5197905	-2.32557122	49.92	CDR1	cerebellar degeneration related 1
109617000	6.54e-01	1.18e-02	0.5833	2.5179018	1.46857418	13.29	SNORA11F	small nucleolar RNA, H/ACA box 11F
5336	6.54e-01	1.18e-02	0.2281	-2.5169376	-0.57420438	602.78	PLCG2	phospholipase C gamma 2
4053	6.56e-01	1.20e-02	0.6392	-2.513608	-1.60677423	108.02	LTBP2	latent transforming growth factor beta binding protein 2
64919	6.56e-01	1.19e-02	0.6387	-2.5145995	-1.60600968	142.05	BCL11B	BCL11 transcription factor B
56929	6.63e-01	1.22e-02	0.1476	2.5069776	0.37006821	1127.09	FEM1C	fem-1 homolog C
5049	6.63e-01	1.22e-02	0.0917	2.5052347	0.22973566	3133.91	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2
26020	6.63e-01	1.22e-02	0.351	-2.5050593	-0.87921074	838.95	LRP10	LDL receptor related protein 10
7030	6.63e-01	1.21e-02	0.1554	2.5077599	0.38976002	2145.84	TFE3	transcription factor binding to IGHM enhancer 3
6855	6.63e-01	1.23e-02	0.6952	2.5040337	1.74077382	110.6	SYP	synaptophysin
4034	6.65e-01	1.24e-02	0.1701	-2.5018111	-0.42558106	859.06	LRCH4	leucine rich repeats and calponin homology domain containing 4
51690	6.70e-01	1.25e-02	0.1292	2.498406	0.32271216	1323.62	LSM7	LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated
85457	6.71e-01	1.25e-02	0.1679	2.4967435	0.41923438	805.73	CIPC	CLOCK interacting pacemaker
9910	6.73e-01	1.27e-02	0.2146	2.4928293	0.53503983	1620.61	RABGAP1L	RAB GTPase activating protein 1 like
100507006	6.73e-01	1.27e-02	0.3535	2.4920282	0.88085705	96.85	LOC100507006	uncharacterized LOC100507006
8452	6.73e-01	1.27e-02	0.1305	2.4911247	0.32510885	2737.08	CUL3	cullin 3
57493	6.73e-01	1.27e-02	0.4263	-2.4921835	-1.0623371	467.15	HEG1	heart development protein with EGF like domains 1
699	6.75e-01	1.30e-02	0.1483	2.4837353	0.36839062	5487.11	BUB1	BUB1 mitotic checkpoint serine/threonine kinase
4488	6.75e-01	1.31e-02	1.2007	-2.4823406	-2.98053171	23.83	MSX2	msh homeobox 2
22999	6.75e-01	1.30e-02	0.8878	2.4849519	2.20618623	27.76	RIMS1	regulating synaptic membrane exocytosis 1
90025	6.75e-01	1.29e-02	0.184	2.4854764	0.45739092	182.44	UBE3D	ubiquitin protein ligase E3D
100316904	6.75e-01	1.32e-02	0.2308	-2.4791897	-0.57223089	107.26	SAP25	Sin3A associated protein 25
83643	6.75e-01	1.29e-02	0.9102	-2.4875196	-2.2642554	42.49	CCDC3	coiled-coil domain containing 3
103344718	6.75e-01	1.31e-02	1.0964	-2.4801929	-2.71919356	59.88	HOTS	
4041	6.75e-01	1.31e-02	0.1851	-2.4816609	-0.45945597	1449.83	LRP5	LDL receptor related protein 5
57605	6.75e-01	1.29e-02	0.8643	-2.4876154	-2.14997163	298.2	PITPNM2	phosphatidylinositol transfer protein membrane associated 2
126567	6.75e-01	1.31e-02	0.8336	-2.4804318	-2.06779728	445.65	C2CD4C	C2 calcium dependent domain containing 4C
23165	6.76e-01	1.33e-02	0.1242	2.4768292	0.3077286	7435.09	NUP205	nucleoporin 205
6322	6.76e-01	1.32e-02	0.5922	-2.477221	-1.46704906	212.59	SCML1	Scm polycomb group protein like 1
101929638	6.78e-01	1.33e-02	0.8373	-2.4746173	-2.07189532	13.36	LOC101929638	uncharacterized LOC101929638
1675	6.79e-01	1.34e-02	1.0758	-2.473297	-2.66071961	63.37	CFD	complement factor D
57228	6.79e-01	1.34e-02	0.2189	-2.4719617	-0.54111202	105.28	SMAGP	small cell adhesion glycoprotein
113452	6.83e-01	1.43e-02	0.7213	-2.4500254	-1.76727445	99.01	TMEM54	transmembrane protein 54
163259	6.83e-01	1.40e-02	0.342	-2.4580463	-0.8406406	163.49	DENND2C	DENN domain containing 2C
9674	6.83e-01	1.46e-02	0.191	-2.4420181	-0.46642707	351.57	KIAA0040	KIAA0040
3914	6.83e-01	1.41e-02	1.0474	-2.4536916	-2.56990085	53.93	LAMB3	laminin subunit beta 3
5757	6.83e-01	1.46e-02	0.1289	2.4428506	0.31486151	29235.89	PTMA	prothymosin alpha
57514	6.83e-01	1.41e-02	0.5718	-2.4557762	-1.40414029	499.88	ARHGAP31	Rho GTPase activating protein 31
23324	6.83e-01	1.40e-02	0.6302	-2.4567485	-1.54819305	238.39	MAN2B2	mannosidase alpha class 2B member 2
153571	6.83e-01	1.37e-02	0.5198	-2.4661433	-1.28184508	67.38	IRX2-DT	IRX2 divergent transcript
100422885	6.83e-01	1.44e-02	0.0977	2.4459056	0.2388796	2012.02	MIR1244-2	microRNA 1244-2
105377700	6.83e-01	1.41e-02	0.3553	2.4538998	0.87175794	166.64	LOC105377700	uncharacterized LOC105377700
221749	6.83e-01	1.41e-02	0.7426	-2.4551481	-1.82329885	189.82	PXDC1	PX domain containing 1
80759	6.83e-01	1.44e-02	0.8891	-2.4472418	-2.17582445	40.1	KHDC1	KH domain containing 1
54556	6.83e-01	1.39e-02	0.1636	-2.458855	-0.40221304	317.45	ING3	inhibitor of growth family member 3
101928953	6.83e-01	1.40e-02	0.3542	-2.4568671	-0.87010727	96.96	LOC101928953	uncharacterized LOC101928953
153090	6.83e-01	1.45e-02	0.1088	-2.4436782	-0.26576802	1585.56	DAB2IP	DAB2 interacting protein
60495	6.83e-01	1.38e-02	0.6766	-2.4636421	-1.66687956	41.01	HPSE2	heparanase 2 (inactive)
9126	6.83e-01	1.40e-02	0.2008	2.4582393	0.49354415	5132.04	SMC3	structural maintenance of chromosomes 3
7262	6.83e-01	1.36e-02	0.7608	-2.4680929	-1.87774778	196.92	PHLDA2	pleckstrin homology like domain family A member 2
387751	6.83e-01	1.45e-02	0.3698	-2.444036	-0.90376627	36.45	GVINP1	GTPase, very large interferon inducible pseudogene 1
10566	6.83e-01	1.42e-02	0.9745	-2.4525652	-2.3899902	74.9	AKAP3	A-kinase anchoring protein 3
79962	6.83e-01	1.41e-02	0.8164	-2.455417	-2.00451909	21.97	DNAJC22	DnaJ heat shock protein family (Hsp40) member C22
55795	6.83e-01	1.45e-02	0.1751	2.4436192	0.42793866	1898.86	PCID2	PCI domain containing 2
3183	6.83e-01	1.43e-02	0.1055	2.4490566	0.25846373	16909.86	HNRNPC	heterogeneous nuclear ribonucleoprotein C
342184	6.83e-01	1.43e-02	0.7471	-2.4498355	-1.83030657	118.7	FMN1	formin 1
83876	6.83e-01	1.39e-02	0.3985	2.4595659	0.98017244	34.1	MRO	maestro
5205	6.83e-01	1.41e-02	0.732	-2.4556326	-1.79746612	279.39	ATP8B1	ATPase phospholipid transporting 8B1
84671	6.83e-01	1.45e-02	0.2518	-2.4453936	-0.61567908	408.29	ZNF347	zinc finger protein 347
26286	6.83e-01	1.45e-02	0.1895	-2.4435071	-0.46311196	779.43	ARFGAP3	ADP ribosylation factor GTPase activating protein 3
100128822	6.87e-01	1.49e-02	0.8529	-2.4356752	-2.07743292	36.86	LINC01003	long intergenic non-protein coding RNA 1003
57121	6.87e-01	1.49e-02	0.9274	-2.4360031	-2.25920325	18.69	LPAR5	lysophosphatidic acid receptor 5
146880	6.87e-01	1.48e-02	0.7075	-2.4377593	-1.7246779	24.52	ARHGAP27P1	Rho GTPase activating protein 27 pseudogene 1
79173	6.87e-01	1.48e-02	0.5677	-2.4372632	-1.38364071	86.53	BRME1	break repair meiotic recombinase recruitment factor 1
102464833	6.88e-01	1.51e-02	0.9504	-2.4302938	-2.30983169	37.17	MIR6084	microRNA 6084
962	6.88e-01	1.50e-02	0.94	-2.4331373	-2.28714762	38.23	CD48	CD48 molecule
51196	6.88e-01	1.50e-02	0.7316	-2.431476	-1.77895083	219.47	PLCE1	phospholipase C epsilon 1
6710	6.88e-01	1.50e-02	0.3377	-2.4329205	-0.82165549	243.66	SPTB	spectrin beta, erythrocytic
399844	6.88e-01	1.50e-02	0.1797	-2.4312392	-0.43680002	389.24	LINC01002	long intergenic non-protein coding RNA 1002
55356	6.91e-01	1.53e-02	0.1939	-2.4261377	-0.470315	195.28	SLC22A15	solute carrier family 22 member 15
22925	6.91e-01	1.54e-02	1.083	-2.4228731	-2.62401826	103.42	PLA2R1	phospholipase A2 receptor 1
134265	6.91e-01	1.53e-02	0.4624	-2.4250332	-1.12126663	351.73	AFAP1L1	actin filament associated protein 1 like 1
29896	6.91e-01	1.55e-02	0.1765	2.4203732	0.42717097	1998.47	TRA2A	transformer 2 alpha homolog
168451	6.91e-01	1.56e-02	0.1539	2.4188155	0.37225606	428.52	THAP5	THAP domain containing 5
112268063	6.91e-01	1.56e-02	0.2945	2.4183071	0.71219505	57.36	LOC112268063	uncharacterized LOC112268063
101928235	6.91e-01	1.54e-02	0.2322	-2.4234058	-0.56273058	87.74	PIK3R5-DT	PIK3R5 divergent transcript
92359	6.91e-01	1.56e-02	0.4018	-2.4187217	-0.97175247	243.08	CRB3	crumbs cell polarity complex component 3
5141	6.91e-01	1.56e-02	0.8885	-2.4189046	-2.14919514	350.08	PDE4A	phosphodiesterase 4A
26051	6.91e-01	1.52e-02	0.1834	-2.4267475	-0.44517836	738.95	PPP1R16B	protein phosphatase 1 regulatory subunit 16B
84295	6.91e-01	1.56e-02	0.1148	2.418696	0.27771944	2831.17	PHF6	PHD finger protein 6
200197	6.92e-01	1.58e-02	0.9261	-2.4135803	-2.2352012	123.15	TMEM51-AS1	TMEM51 antisense RNA 1
81578	6.92e-01	1.57e-02	0.5943	-2.4167497	-1.43631285	64.61	COL21A1	collagen type XXI alpha 1 chain
1003	6.92e-01	1.58e-02	0.8719	-2.4134219	-2.1041725	54.01	CDH5	cadherin 5
27164	6.92e-01	1.58e-02	0.4276	-2.4142283	-1.032275	636.43	SALL3	spalt like transcription factor 3
55959	6.92e-01	1.57e-02	0.326	-2.4155592	-0.78755282	858.16	SULF2	sulfatase 2
55286	6.94e-01	1.59e-02	0.8287	-2.4115527	-1.9983959	47.37	C4orf19	chromosome 4 open reading frame 19
79727	6.94e-01	1.61e-02	0.186	2.4063565	0.44758654	24960.49	LIN28A	lin-28 homolog A
101927795	6.94e-01	1.61e-02	0.573	2.4069142	1.37911814	27.6	BZW1-AS1	BZW1 antisense RNA 1
100533105	6.94e-01	1.61e-02	0.536	-2.4066411	-1.28985504	113.76	C8orf44-SGK3	C8orf44-SGK3 readthrough
727957	6.94e-01	1.61e-02	0.3738	-2.4063075	-0.89947892	630.74	MROH1	maestro heat like repeat family member 1
1028	6.94e-01	1.61e-02	0.3346	-2.4058699	-0.8049731	314.42	CDKN1C	cyclin dependent kinase inhibitor 1C
101927789	6.94e-01	1.61e-02	0.9929	-2.4069743	-2.38986671	11.83	FAUP4	FAU pseudogene 4
100499467	6.95e-01	1.62e-02	1.1439	-2.4047369	-2.75080716	37.88	LINC00673	long intergenic non-protein coding RNA 673
78996	6.95e-01	1.63e-02	0.3028	-2.4027226	-0.72756126	922.96	CYREN	cell cycle regulator of NHEJ
283869	6.95e-01	1.63e-02	0.4216	-2.4021141	-1.01272906	61.92	NPW	neuropeptide W
9423	6.95e-01	1.63e-02	0.4426	-2.4016533	-1.06307518	230.19	NTN1	netrin 1
3066	6.95e-01	1.64e-02	0.1801	2.4006692	0.43237901	9744.05	HDAC2	histone deacetylase 2
7225	6.99e-01	1.65e-02	0.7404	-2.3977533	-1.77536831	60.67	TRPC6	transient receptor potential cation channel subfamily C member 6
10395	6.99e-01	1.65e-02	0.8235	-2.3967345	-1.97378343	159.79	DLC1	DLC1 Rho GTPase activating protein
3084	7.02e-01	1.67e-02	0.8557	-2.3938632	-2.04843093	117.37	NRG1	neuregulin 1
4598	7.02e-01	1.67e-02	0.2595	-2.3926811	-0.62100455	322.25	MVK	mevalonate kinase
100506686	7.02e-01	1.68e-02	0.7054	-2.3920907	-1.6872681	45.67	IQCH-AS1	IQCH antisense RNA 1
29948	7.02e-01	1.67e-02	0.6096	-2.3921963	-1.45823413	22.73	OSGIN1	oxidative stress induced growth inhibitor 1
126695	7.02e-01	1.80e-02	0.207	-2.3659549	-0.4896533	239.45	KDF1	keratinocyte differentiation factor 1
7341	7.02e-01	1.78e-02	0.1552	2.3702751	0.3677634	3732.64	SUMO1	small ubiquitin like modifier 1
5915	7.02e-01	1.80e-02	1.3578	-2.3665741	-3.21324192	46.87	RARB	retinoic acid receptor beta
10840	7.02e-01	1.72e-02	0.7508	-2.3824705	-1.7888394	25.57	ALDH1L1	aldehyde dehydrogenase 1 family member L1
200916	7.02e-01	1.72e-02	0.1295	2.3823251	0.30845492	664.46	RPL22L1	ribosomal protein L22 like 1
10606	7.02e-01	1.72e-02	0.146	2.3817298	0.34784444	14080.1	PAICS	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase
107986608	7.02e-01	1.72e-02	0.9033	2.3823635	2.15195226	13.6	LOC107986608	uncharacterized LOC107986608
10734	7.02e-01	1.69e-02	0.8039	-2.3885444	-1.92017255	402.55	STAG3	stromal antigen 3
284	7.02e-01	1.75e-02	0.7566	-2.3767223	-1.79822414	77.1	ANGPT1	angiopoietin 1
320	7.02e-01	1.72e-02	0.4203	-2.3830843	-1.00152354	27.71	APBA1	amyloid beta precursor protein binding family A member 1
26578	7.02e-01	1.77e-02	0.4609	-2.3715159	-1.09313336	241.22	OSTF1	osteoclast stimulating factor 1
203328	7.02e-01	1.79e-02	0.6063	-2.3681736	-1.43592891	103.93	SUSD3	sushi domain containing 3
25805	7.02e-01	1.73e-02	0.1585	-2.3798841	-0.37721761	374.27	BAMBI	BMP and activin membrane bound inhibitor
8045	7.02e-01	1.69e-02	0.3939	-2.3881672	-0.94059048	335.97	RASSF7	Ras association domain family member 7
25841	7.02e-01	1.70e-02	0.2949	-2.3860059	-0.70351845	394.74	ABTB2	ankyrin repeat and BTB domain containing 2
10658	7.02e-01	1.78e-02	0.1371	2.369605	0.32485884	6251.19	CELF1	CUGBP Elav-like family member 1
2348	7.02e-01	1.75e-02	0.9654	-2.375098	-2.29288989	35.95	FOLR1	folate receptor alpha
54414	7.02e-01	1.81e-02	0.4915	-2.3643665	-1.16216443	355.38	SIAE	sialic acid acetylesterase
5939	7.02e-01	1.80e-02	0.1983	-2.3660003	-0.46920531	859.22	RBMS2	RNA binding motif single stranded interacting protein 2
2583	7.02e-01	1.78e-02	0.3322	-2.3702689	-0.7874102	77.4	B4GALNT1	beta-1,4-N-acetyl-galactosaminyltransferase 1
84915	7.02e-01	1.73e-02	0.6927	-2.3793514	-1.64827198	45.61	FAM222A	family with sequence similarity 222 member A
5836	7.02e-01	1.70e-02	0.3539	-2.3874193	-0.84480768	2623.39	PYGL	glycogen phosphorylase L
283849	7.02e-01	1.76e-02	0.8828	-2.3749458	-2.09658616	112.39	EXOC3L1	exocyst complex component 3 like 1
463	7.02e-01	1.77e-02	0.8333	-2.3718556	-1.97643856	532.44	ZFHX3	zinc finger homeobox 3
83716	7.02e-01	1.79e-02	0.3484	-2.3684345	-0.82524883	313.08	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2
9121	7.02e-01	1.80e-02	0.1232	-2.3653206	-0.29135587	672.66	SLC16A5	solute carrier family 16 member 5
7675	7.02e-01	1.76e-02	0.1725	2.3741015	0.40946928	4359.78	ZNF121	zinc finger protein 121
64377	7.02e-01	1.80e-02	0.4879	-2.3649311	-1.15381647	398.25	CHST8	carbohydrate sulfotransferase 8
64601	7.02e-01	1.72e-02	0.2917	-2.3826421	-0.69508537	511.3	VPS16	VPS16 core subunit of CORVET and HOPS complexes
650	7.02e-01	1.76e-02	0.8393	-2.374088	-1.99248355	109.68	BMP2	bone morphogenetic protein 2
23767	7.02e-01	1.80e-02	0.6692	-2.3657596	-1.58318213	46.83	FLRT3	fibronectin leucine rich transmembrane protein 3
653689	7.02e-01	1.77e-02	0.4888	-2.3721951	-1.15962184	61.87	GSTT2B	glutathione S-transferase theta 2B
3725	7.03e-01	1.86e-02	0.2801	-2.3531966	-0.65917244	1070.16	JUN	Jun proto-oncogene, AP-1 transcription factor subunit
284615	7.03e-01	1.85e-02	1.0271	-2.3549759	-2.41877023	32.47	ANKRD34A	ankyrin repeat domain 34A
22889	7.03e-01	1.86e-02	0.146	2.3538421	0.34359824	1512.2	KHDC4	KH domain containing 4, pre-mRNA splicing factor
